Timestamp,Session ID,Filename,Filesize (Bytes),Request Type,Model Used,Input Tokens,Output Tokens,Grounded Searches Performed,Token Cost USD,Fixed Cost USD,Total Estimated Cost USD
2025-05-28T05:07:09.884993+00:00,3783c56b-2a2f-42e5-b1cf-0087f5282bd4,GSCSF_Acoustical_Sealant_-_Grabber_Construction_Products.pdf,552598,pdf_validation_with_report,gemini-2.0-flash,1995,352,0,0.00034030,0.00000000,0.00034030
2025-05-30T05:30:54.704664+00:00,46325fbf-1a10-48ab-b119-6b76fe1dde11,SDIA 092900 Gypsum Board.pdf,294431,standard_llm_extraction,gemini-2.5-flash-preview-04-17,5690,7935,0,0.00553470,0.00000000,0.00553470
2025-05-30T05:32:01.654765+00:00,46325fbf-1a10-48ab-b119-6b76fe1dde11,pds_extraction_for_Gypsum Board (Type X),0,grounded_search_llm,gemini-2.0-flash,1365,5664,1,0.00240210,0.03500000,0.03740210
2025-05-30T05:32:40.434510+00:00,46325fbf-1a10-48ab-b119-6b76fe1dde11,CertainTeed_Type_X_Drywall_Panel_Product_Data_Sheet.pdf,234461,pdf_validation_with_report,gemini-2.0-flash,2876,572,0,0.00051640,0.00000000,0.00051640
2025-05-30T05:32:45.572453+00:00,46325fbf-1a10-48ab-b119-6b76fe1dde11,National_Gypsum_Gold_Bond__Fire-Shield__Gypsum_Board.pdf,240448,pdf_validation_with_report,gemini-2.0-flash,2773,583,0,0.00051050,0.00000000,0.00051050
2025-05-30T05:32:50.452647+00:00,46325fbf-1a10-48ab-b119-6b76fe1dde11,American_Gypsum_FireBloc_Type_X_Submittal_Sheet.pdf,264746,pdf_validation_with_report,gemini-2.0-flash,2796,602,0,0.00052040,0.00000000,0.00052040
2025-05-30T05:32:56.180207+00:00,46325fbf-1a10-48ab-b119-6b76fe1dde11,PROROC__TYPE_X_GYPSUM_BOARD.pdf,57247,pdf_validation_with_report,gemini-2.0-flash,2875,571,0,0.00051590,0.00000000,0.00051590
2025-05-30T05:33:01.060222+00:00,46325fbf-1a10-48ab-b119-6b76fe1dde11,ToughRock_Fireguard_45__Gypsum_Board_Submittal.pdf,77563,pdf_validation_with_report,gemini-2.0-flash,2850,576,0,0.00051540,0.00000000,0.00051540
2025-05-30T08:00:35.329753+00:00,e0d1a977-73f4-452d-a3b2-e3c47860d7f0,SDIA 092900 Gypsum Board.pdf,294431,standard_llm_extraction,gemini-2.5-flash-preview-04-17,5690,5974,0,0.00435810,0.00000000,0.00435810
2025-05-30T14:14:09.746233+00:00,eeb28c2f-08b8-42c4-bc0e-0a9c7aab868e,SDIA 142100 Machine Room Less Elevators Passenger and Service.pdf,3890453,standard_llm_extraction,gemini-2.5-flash-preview-04-17,23142,32540,0,0.02290320,0.00000000,0.02290320
2025-05-30T14:21:26.716681+00:00,df592578-d619-4827-974c-21e1c2be3168,SDIA 142100 Machine Room Less Elevators Passenger and Service.pdf,3890453,standard_llm_extraction,gemini-2.5-flash-preview-04-17,23142,29878,0,0.02130930,0.00000000,0.02130930
2025-05-30T15:37:30.110907+00:00,adbbf633-8852-40f7-addb-27c5508b7089,Mercy Ped Access 260533 Raceways.pdf,3330454,standard_llm_extraction,gemini-2.5-flash-preview-04-17,4345,1691,0,0.00156285,0.00000000,0.00156285
2025-05-30T16:22:43.599974+00:00,d362df1b-af08-4c39-bb0f-b9fc494a3bc2,SDIA 092900 Gypsum Board.pdf,294431,standard_llm_extraction,gemini-2.5-flash-preview-04-17,5690,8959,0,0.00614910,0.00000000,0.00614910
2025-05-30T16:24:50.015268+00:00,d362df1b-af08-4c39-bb0f-b9fc494a3bc2,"pds_extraction_for_Gypsum Board, Type X",0,grounded_search_llm,gemini-2.0-flash,1271,4829,1,0.00205870,0.03500000,0.03705870
2025-05-31T11:01:38.912301+00:00,244a168b-45da-44ff-8785-24b4cc5879fa,SDIA 092900 Gypsum Board.pdf,294431,standard_llm_extraction,gemini-2.5-flash-preview-04-17,5690,9082,0,0.00622290,0.00000000,0.00622290
2025-05-31T11:03:53.131512+00:00,141db5ee-0189-4b8d-b835-329bbc6ed15d,SDIA 092900 Gypsum Board.pdf,294431,standard_llm_extraction,gemini-2.5-flash-preview-04-17,5690,6510,0,0.00467970,0.00000000,0.00467970
2025-05-31T11:26:43.808176+00:00,e0302577-5b70-446a-9288-d8a6c84d9edb,SDIA 092900 Gypsum Board.pdf,294431,standard_llm_extraction,gemini-2.5-flash-preview-04-17,5690,6187,0,0.00448590,0.00000000,0.00448590
2025-05-31T12:16:09.108466+00:00,1c45c138-2b2f-4237-811b-2876f365ebcb,SDIA 066400 Plastic Paneling.pdf,121449,standard_llm_extraction,gemini-2.5-flash-preview-04-17,4155,1176,0,0.00123915,0.00000000,0.00123915
2025-05-31T12:18:02.164337+00:00,2bddedc1-21a6-4547-99fe-5cbbbcabcd1c,SDIA 066400 Plastic Paneling.pdf,121449,standard_llm_extraction,gemini-2.5-flash-preview-04-17,4155,1747,0,0.00158175,0.00000000,0.00158175
2025-05-31T12:18:45.492793+00:00,2bddedc1-21a6-4547-99fe-5cbbbcabcd1c,pds_extraction_for_Glass-Fiber-Reinforced Plastic Paneling,0,grounded_search_llm,gemini-2.0-flash,1071,4442,1,0.00188390,0.03500000,0.03688390
2025-05-31T13:50:33.238605+00:00,04e2e85e-126b-4424-a345-40b307f3c911,SDIA 092900 Gypsum Board.pdf,294431,standard_llm_extraction,gemini-2.5-flash-preview-04-17,5690,5858,0,0.00428850,0.00000000,0.00428850
2025-05-31T13:51:25.885531+00:00,04e2e85e-126b-4424-a345-40b307f3c911,pds_extraction_for_Interior Gypsum Board,0,grounded_search_llm,gemini-2.0-flash,950,4999,1,0.00209460,0.03500000,0.03709460
2025-05-31T14:45:26.700356+00:00,0968fd5f-0e9d-4397-ab43-4045f9d50fd2,SDIA 066400 Plastic Paneling.pdf,121449,standard_llm_extraction,gemini-2.5-flash-preview-04-17,4155,1638,0,0.00151635,0.00000000,0.00151635
2025-06-01T10:22:15.175304+00:00,12a68421-5356-4f52-884a-59d56ce322d5,SDIA 092900 Gypsum Board.pdf,294431,standard_llm_extraction,gemini-2.5-flash-preview-04-17,5690,7295,0,0.00515070,0.00000000,0.00515070
2025-06-01T10:23:10.248441+00:00,12a68421-5356-4f52-884a-59d56ce322d5,pds_extraction_for_Joint Compound for Interior Gypsum Board,0,grounded_search_llm,gemini-2.0-flash,897,4801,1,0.00201010,0.03500000,0.03701010
2025-06-01T10:59:29.056298+00:00,d51297a3-4e0d-42ae-8ee2-ed9fdbd78123,SDIA 092900 Gypsum Board.pdf,294431,standard_llm_extraction,gemini-2.5-flash-preview-04-17,5690,4957,0,0.00374790,0.00000000,0.00374790
2025-06-05T08:07:03.935450+00:00,743e8841-506c-4617-90cc-3f88ecbc7474,SDIA 066400 Plastic Paneling.pdf,121449,standard_llm_extraction,gemini-2.5-flash-preview-04-17,4155,1737,0,0.00157575,0.00000000,0.00157575
2025-06-05T08:15:44.071994+00:00,2729d0fe-fdf0-4111-a31f-e0e9964d6517,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-04-17,8139,11973,0,0.00832838,0.00000000,0.00832838
2025-06-05T08:24:12.211991+00:00,9937770f-b0aa-462c-9c9f-44e546516b4f,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,9308,11095,0,0.00797693,0.00000000,0.00797693
2025-06-05T08:33:16.504995+00:00,d1ebb4de-45a7-4fbd-8408-c2a0d5d8bcaf,SDIA 066400 Plastic Paneling.pdf,121449,standard_llm_extraction,gemini-2.5-flash-preview-05-20,5324,1831,0,0.00180750,0.00000000,0.00180750
2025-06-05T08:34:44.003611+00:00,ff983f80-acfe-451d-932d-8aed210ab01d,SDIA 071416 Cold Fluid-Applied Waterproofing.pdf,417659,standard_llm_extraction,gemini-2.5-flash-preview-05-20,5706,3968,0,0.00315487,0.00000000,0.00315487
2025-06-05T08:36:22.297587+00:00,ff983f80-acfe-451d-932d-8aed210ab01d,pds_extraction_for_Backer Rod (Type B),0,grounded_search_llm,gemini-2.0-flash,859,3626,1,0.00153630,0.03500000,0.03653630
2025-06-05T08:37:04.803116+00:00,ff983f80-acfe-451d-932d-8aed210ab01d,63d2202e16de05e93938ec1526ce8aad.pdf,85352,standard_llm_validation,gemini-2.0-flash,2813,374,0,0.00043090,0.00000000,0.00043090
2025-06-05T08:37:58.278501+00:00,ff983f80-acfe-451d-932d-8aed210ab01d,TITAN_FOAM_Bi-Cellular_Soft_Cell_Polyethylene_Backer_Rod_-_Product_Data.pdf,743679,pdf_validation_with_report,gemini-2.0-flash,2722,367,0,0.00041900,0.00000000,0.00041900
2025-06-05T08:38:03.061027+00:00,ff983f80-acfe-451d-932d-8aed210ab01d,NMC_Nomatec_Backer_Rod_Hollow_and_Full_Technical_Data_Sheet.pdf,577378,pdf_validation_with_report,gemini-2.0-flash,3830,348,0,0.00052220,0.00000000,0.00052220
2025-06-05T08:51:31.782292+00:00,b65f9fc7-31ab-4b4e-a5dd-697125d74e14,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,9308,17689,0,0.01193332,0.00000000,0.01193332
2025-06-05T09:24:28.430198+00:00,89477e10-7b87-4810-8dcc-4b7ced246b53,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,9402,13569,0,0.00947542,0.00000000,0.00947542
2025-06-05T09:32:31.968808+00:00,05ad2f08-d413-46bf-8407-f109e75708b0,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,9524,11282,0,0.00812153,0.00000000,0.00812153
2025-06-05T09:38:02.749330+00:00,fa412758-1702-4934-8e0b-2fc5533807b8,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,9524,15543,0,0.01067813,0.00000000,0.01067813
2025-06-05T09:40:23.005504+00:00,461c3dac-61c1-4e9f-8d7c-d26876c334c3,Canyon Hills 061600 Sheathing.pdf,373615,standard_llm_extraction,gemini-2.5-flash-preview-05-20,5551,4349,0,0.00336855,0.00000000,0.00336855
2025-06-05T09:41:13.563053+00:00,461c3dac-61c1-4e9f-8d7c-d26876c334c3,pds_extraction_for_Fire-Retardant-Treated Plywood (Pressure Process),0,grounded_search_llm,gemini-2.0-flash,1125,3248,1,0.00141170,0.03500000,0.03641170
2025-06-05T09:41:42.812535+00:00,461c3dac-61c1-4e9f-8d7c-d26876c334c3,Koppers_Performance_Chemicals_-_Fire_Retardant_Treatment.pdf,67509,pdf_validation_with_report,gemini-2.0-flash,2636,532,0,0.00047640,0.00000000,0.00047640
2025-06-05T09:41:47.833946+00:00,461c3dac-61c1-4e9f-8d7c-d26876c334c3,Arxada_-_Dricon__FS_Fire_Retardant_Treated_Wood.pdf,442441,pdf_validation_with_report,gemini-2.0-flash,3206,505,0,0.00052260,0.00000000,0.00052260
2025-06-05T09:41:54.791680+00:00,461c3dac-61c1-4e9f-8d7c-d26876c334c3,Chemco_-_A_E_Tech_Sheets_-_Saferwood.pdf,304147,pdf_validation_with_report,gemini-2.0-flash,2698,635,0,0.00052380,0.00000000,0.00052380
2025-06-05T09:54:54.684782+00:00,67492339-7929-4fe0-964f-76b0a5c079e1,SDIA 096623 Resinous Matrix Terrazzo Flooring.pdf,366090,standard_llm_extraction,gemini-2.5-flash-preview-05-20,8174,9206,0,0.00666660,0.00000000,0.00666660
2025-06-05T10:04:58.881873+00:00,bb3ceff4-ab03-4e2b-bd04-6e6fb5f9626b,SDIA 096623 Resinous Matrix Terrazzo Flooring.pdf,366090,standard_llm_extraction,gemini-2.5-flash-preview-05-20,8174,9525,0,0.00685800,0.00000000,0.00685800
2025-06-05T10:08:04.194962+00:00,109a67c5-5c3d-4533-ac77-b0190af149d7,COC Health Lab 096813 Tile Carpeting.pdf,364955,standard_llm_extraction,gemini-2.5-flash-preview-05-20,5961,2744,0,0.00246300,0.00000000,0.00246300
2025-06-05T10:16:44.684363+00:00,9f191767-4ad5-4819-9ac1-e9699b5854e0,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,9524,6218,0,0.00508312,0.00000000,0.00508312
2025-06-05T10:28:14.541472+00:00,f4c6b0c2-29f2-4cd7-a7c3-c2501cb61517,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,9524,8857,0,0.00666652,0.00000000,0.00666652
2025-06-05T10:50:40.703571+00:00,078533c6-58fc-4941-94f0-af2c57350e8a,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,9524,6400,0,0.00519232,0.00000000,0.00519232
2025-06-05T11:08:34.148234+00:00,0789b812-7e7f-4e1f-b9ee-0a5c70583f58,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,605,103,0,0.00007627,0.00000000,0.00007627
2025-06-05T11:11:59.017143+00:00,6c216214-073a-42b7-8e45-9caeebc8286b,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,605,103,0,0.00007627,0.00000000,0.00007627
2025-06-05T11:12:51.809700+00:00,b0ddb7fd-639a-462f-8080-ff85a0720d7f,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,605,103,0,0.00007627,0.00000000,0.00007627
2025-06-05T11:17:05.492815+00:00,5349ba9b-7cca-4b96-9a08-f35b247ace99,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,9685,13026,0,0.00919207,0.00000000,0.00919207
2025-06-05T11:21:53.157815+00:00,009cf6ca-c325-4a80-ab73-0091f6507244,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,9685,10907,0,0.00792068,0.00000000,0.00792068
2025-06-05T11:47:51.669570+00:00,02e440b3-dcd8-4fbe-b5e0-fa1b854a7ca6,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,9685,14106,0,0.00984008,0.00000000,0.00984008
2025-06-05T13:58:02.852720+00:00,9d1e237d-c72e-4116-a036-c44d846eaf22,SDIA 092900 Gypsum Board.pdf,294431,standard_llm_extraction,gemini-2.5-flash-preview-05-20,7236,9156,0,0.00649920,0.00000000,0.00649920
2025-06-05T16:50:16.211725+00:00,b7e0ea56-d0d5-4087-89dc-c6ebbd491467,SEC1.pdf,856891,standard_llm_extraction,gemini-2.5-flash-preview-05-20,5429,11258,0,0.00748245,0.00000000,0.00748245
2025-06-05T16:52:41.194203+00:00,35b41118-5ef0-4a96-b2a9-4b2ce7681a83,Scripps Mercy 081113 Hollow Metal Doors and Frames.pdf,87775,standard_llm_extraction,gemini-2.5-flash-preview-05-20,3528,6484,0,0.00434227,0.00000000,0.00434227
2025-06-05T17:03:06.979300+00:00,beb41ddc-d42e-404e-ba80-07a4e229138b,SDIA 066400 Plastic Paneling.pdf,121449,standard_llm_extraction,gemini-2.5-flash-preview-05-20,2307,1616,0,0.00122595,0.00000000,0.00122595
2025-06-05T17:04:47.412096+00:00,84b0b5eb-6df9-44bb-b77c-c08c21e4a491,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,6291,10991,0,0.00746198,0.00000000,0.00746198
2025-06-06T02:14:07.047692+00:00,d9bf6b09-ac8f-448e-8f96-7023ad33436e,Canyon Hills 093013 Ceramic Tiling.pdf,1251955,standard_llm_extraction,gemini-2.5-flash-preview-05-20,6936,12549,0,0.00848385,0.00000000,0.00848385
2025-06-06T02:28:59.950114+00:00,6d7519b1-bd4e-461a-bd60-a0669d9c0efe,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,6108,4802,0,0.00372112,0.00000000,0.00372112
2025-06-06T02:29:38.990467+00:00,aaae21d3-6989-46c2-bdbb-441114b7035b,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,6108,17885,0,0.01157092,0.00000000,0.01157092
2025-06-06T02:32:23.695190+00:00,b37160ac-3361-44ec-8f63-4a0d6836cdd7,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,6108,14963,0,0.00981773,0.00000000,0.00981773
2025-06-06T02:48:23.615924+00:00,c326f021-dee5-4c92-9d03-a39d9cfb140f,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,6430,11689,0,0.00790163,0.00000000,0.00790163
2025-06-06T02:51:47.900047+00:00,65912c8c-dc0d-4f66-8408-bbd355ebb5d9,SDIA 133123 Tensioned Fabric Structures.pdf,939678,standard_llm_extraction,gemini-2.5-flash-preview-05-20,8868,9129,0,0.00671512,0.00000000,0.00671512
2025-06-06T02:53:37.308419+00:00,65912c8c-dc0d-4f66-8408-bbd355ebb5d9,"pds_extraction_for_Anchor Bolts (Threaded Rod, ASTM A 36)",0,grounded_search_llm,gemini-2.0-flash,556,4025,1,0.00166560,0.03500000,0.03666560
2025-06-06T04:00:03.267855+00:00,d9660bb9-fafb-4fc5-a5bb-0837c0b85349,SDIA 084229.23 Sliding Automatic Entrances.pdf,318201,standard_llm_extraction,gemini-2.5-flash-preview-05-20,5696,5506,0,0.00407828,0.00000000,0.00407828
2025-06-06T04:53:03.612651+00:00,887cc843-8964-4cb8-ba96-bff8cd7c47aa,SDIA 142100 Machine Room Less Elevators Passenger and Service.pdf,3890453,standard_llm_extraction,gemini-2.5-flash-preview-05-20,21433,6237,0,0.00686505,0.00000000,0.00686505
2025-06-06T04:56:29.879228+00:00,3667e0bc-c21a-4614-81e0-4f395a6a0978,SDIA 066400 Plastic Paneling.pdf,121449,standard_llm_extraction,gemini-2.5-flash-preview-05-20,2446,1491,0,0.00117180,0.00000000,0.00117180
2025-06-06T04:57:28.251983+00:00,fcb1d1e5-6325-488a-b01e-cf08d7c6bd57,Mercy Ped Access 260533 Raceways.pdf,3330454,standard_llm_extraction,gemini-2.5-flash-preview-05-20,2636,2143,0,0.00157770,0.00000000,0.00157770
2025-06-06T05:02:36.423083+00:00,477c9d15-8125-42eb-a058-3b08ebc06554,SDIA 142100 Machine Room Less Elevators Passenger and Service.pdf,3890453,standard_llm_extraction,gemini-2.5-flash-preview-05-20,21433,11953,0,0.01029465,0.00000000,0.01029465
2025-06-06T05:14:47.306392+00:00,f7a18a7a-1c12-4ebd-ba98-3280ee6a6930,SDIA 142100 Machine Room Less Elevators Passenger and Service.pdf,3890453,standard_llm_extraction,gemini-2.5-flash-preview-05-20,21433,18805,0,0.01440585,0.00000000,0.01440585
2025-06-06T05:29:15.810418+00:00,3b47925e-5867-445b-a041-b22e134f54e8,SDIA 142100 Machine Room Less Elevators Passenger and Service.pdf,3890453,standard_llm_extraction,gemini-2.5-flash-preview-05-20,21433,7062,0,0.00736005,0.00000000,0.00736005
2025-06-06T05:32:09.929022+00:00,9a9195ea-14ef-4585-bf2e-ec3ee277faf7,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,6430,10170,0,0.00699023,0.00000000,0.00699023
2025-06-06T05:37:03.108269+00:00,088da167-0450-4857-bc4e-56f6a1cd5c9f,SDIA 142100 Machine Room Less Elevators Passenger and Service.pdf,3890453,standard_llm_extraction,gemini-2.5-flash-preview-05-20,21433,17786,0,0.01379775,0.00000000,0.01379775
2025-06-06T05:39:54.199368+00:00,e548e22f-3efc-409e-a28d-b314422eb51b,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,6430,10920,0,0.00744022,0.00000000,0.00744022
2025-06-06T05:40:39.903052+00:00,34b682a3-d672-467b-bc94-4db3e34fd72c,SDIA 066400 Plastic Paneling.pdf,121449,standard_llm_extraction,gemini-2.5-flash-preview-05-20,2446,1565,0,0.00121620,0.00000000,0.00121620
2025-06-06T05:42:12.997875+00:00,0f12bf59-d5e7-4e16-b9fc-69c5a2bb92df,SDIA 066400 Plastic Paneling.pdf,121449,standard_llm_extraction,gemini-2.5-flash-preview-05-20,2446,1339,0,0.00108060,0.00000000,0.00108060
2025-06-06T05:42:50.925651+00:00,ae67f4b6-a0d8-455f-9ff0-1c627e35d1bf,SDIA 066400 Plastic Paneling.pdf,121449,standard_llm_extraction,gemini-2.5-flash-preview-05-20,2446,1292,0,0.00105240,0.00000000,0.00105240
2025-06-06T05:44:14.711737+00:00,c260b243-d4e2-4395-a853-e683bb1a4d61,SDIA 066400 Plastic Paneling.pdf,121449,standard_llm_extraction,gemini-2.5-flash-preview-05-20,2446,1327,0,0.00107340,0.00000000,0.00107340
2025-06-06T05:45:39.658555+00:00,976328ef-6f5d-455b-8da3-522b24d928e9,SDIA 072616 Under Slab On Grade Vapor Retarder.pdf,159248,standard_llm_extraction,gemini-2.5-flash-preview-05-20,2073,1356,0,0.00104130,0.00000000,0.00104130
2025-06-06T05:47:33.190310+00:00,6d5fceb6-53a3-4284-a9ae-14d9b3101f74,SDIA 066400 Plastic Paneling.pdf,121449,standard_llm_extraction,gemini-2.5-flash-preview-05-20,2446,1562,0,0.00121440,0.00000000,0.00121440
2025-06-06T05:49:54.570821+00:00,9e8c18ad-ece1-40d1-a014-1e06e1a0ac7f,SDIA 142100 Machine Room Less Elevators Passenger and Service.pdf,3890453,standard_llm_extraction,gemini-2.5-flash-preview-05-20,804,106,0,0.00009210,0.00000000,0.00009210
2025-06-06T05:53:24.983460+00:00,0d4880bc-8e54-4061-8084-19a0264ba6f5,SDIA 142100 Machine Room Less Elevators Passenger and Service.pdf,3890453,standard_llm_extraction,gemini-2.5-flash-preview-05-20,804,106,0,0.00009210,0.00000000,0.00009210
2025-06-06T05:56:47.440219+00:00,db41ec06-f814-47ab-99fd-8c4814e1ea13,SDIA 142100 Machine Room Less Elevators Passenger and Service.pdf,3890453,standard_llm_extraction,gemini-2.5-flash-preview-05-20,804,106,0,0.00009210,0.00000000,0.00009210
2025-06-06T05:58:14.858467+00:00,81f4ce9b-41e1-47ab-941a-95fc212a24cc,SDIA 096623 Resinous Matrix Terrazzo Flooring.pdf,366090,standard_llm_extraction,gemini-2.5-flash-preview-05-20,5080,6798,0,0.00475770,0.00000000,0.00475770
2025-06-06T05:58:58.111613+00:00,79d769a1-5bd1-49c7-976e-7b4a14fa2e31,SDIA 072616 Under Slab On Grade Vapor Retarder.pdf,159248,standard_llm_extraction,gemini-2.5-flash-preview-05-20,2073,1221,0,0.00096030,0.00000000,0.00096030
2025-06-06T06:03:37.617373+00:00,b860e31c-259f-477b-8c3f-b4f4bbddc517,SDIA 142100 Machine Room Less Elevators Passenger and Service.pdf,3890453,standard_llm_extraction,gemini-2.5-flash-preview-05-20,804,106,0,0.00009210,0.00000000,0.00009210
2025-06-06T06:15:11.498596+00:00,3c175e4e-c3d0-4a97-abe4-7271624823ff,SDIA 142100 Machine Room Less Elevators Passenger and Service.pdf,3890453,standard_llm_extraction,gemini-2.5-flash-preview-05-20,804,95,0,0.00008880,0.00000000,0.00008880
2025-06-06T06:23:49.513665+00:00,067e99b0-57f4-40ec-8f98-0c80ffc73522,SDIA 142100 Machine Room Less Elevators Passenger and Service.pdf,3890453,standard_llm_extraction,gemini-2.5-flash-preview-05-20,21433,17399,0,0.01356225,0.00000000,0.01356225
2025-06-06T06:25:44.527542+00:00,4fd79db5-e1f2-4584-9773-a159cbc55eec,SDIA 066400 Plastic Paneling.pdf,121449,standard_llm_extraction,gemini-2.5-flash-preview-05-20,2446,1545,0,0.00120420,0.00000000,0.00120420
2025-06-06T06:27:38.736305+00:00,414b17d5-27d3-4554-b1a4-041e41730e01,SDIA 096623 Resinous Matrix Terrazzo Flooring.pdf,366090,standard_llm_extraction,gemini-2.5-flash-preview-05-20,5080,8660,0,0.00587490,0.00000000,0.00587490
2025-06-06T06:29:40.758209+00:00,a4315a08-275d-41b0-8f0f-3d37e505afa4,"Scripps Encinitas 098133 Acoustical Insulation, Sealants, Accessories.pdf",469452,standard_llm_extraction,gemini-2.5-flash-preview-05-20,3750,5668,0,0.00388282,0.00000000,0.00388282
2025-06-06T06:45:54.218051+00:00,a4315a08-275d-41b0-8f0f-3d37e505afa4,pds_extraction_for_Mechanical Fasteners for Acoustical Insulation,0,grounded_search_llm,gemini-2.0-flash,534,3041,1,0.00126980,0.03500000,0.03626980
2025-06-06T06:47:44.949570+00:00,a4315a08-275d-41b0-8f0f-3d37e505afa4,598613ae46f9cbd6639f6004a599f846.pdf,5995335,standard_llm_validation,gemini-2.0-flash,2924,193,0,0.00036960,0.00000000,0.00036960
2025-06-06T06:58:33.416380+00:00,a4315a08-275d-41b0-8f0f-3d37e505afa4,598613ae46f9cbd6639f6004a599f846.pdf,5995335,standard_llm_validation,gemini-2.0-flash,2924,209,0,0.00037600,0.00000000,0.00037600
2025-06-06T07:09:38.742435+00:00,0152c9fa-8d19-4fd9-a303-24acbb807339,SDIA 066400 Plastic Paneling.pdf,121449,standard_llm_extraction,gemini-2.5-flash-preview-05-20,2446,1605,0,0.00124020,0.00000000,0.00124020
2025-06-06T07:10:37.203667+00:00,0152c9fa-8d19-4fd9-a303-24acbb807339,pds_extraction_for_Glass-Fiber-Reinforced Plastic Paneling (ASTM D 5319),0,grounded_search_llm,gemini-2.0-flash,949,5287,1,0.00220970,0.03500000,0.03720970
2025-06-06T07:11:12.071842+00:00,0152c9fa-8d19-4fd9-a303-24acbb807339,2da3419f401ffb719a0936e776b3d72e.pdf,2889389,standard_llm_validation,gemini-2.0-flash,2633,388,0,0.00041850,0.00000000,0.00041850
2025-06-06T07:17:38.127235+00:00,9b2005bb-5d2d-4895-a4b0-0171bf881cb7,SDIA 083323 Overhead Coiling Doors.pdf,323268,standard_llm_extraction,gemini-2.5-flash-preview-05-20,6430,11682,0,0.00789742,0.00000000,0.00789742
2025-06-06T07:18:36.730269+00:00,9b2005bb-5d2d-4895-a4b0-0171bf881cb7,pds_extraction_for_Service Door (Overhead Coiling Door),0,grounded_search_llm,gemini-2.0-flash,1887,4273,1,0.00189790,0.03500000,0.03689790
2025-06-06T07:19:03.552246+00:00,9b2005bb-5d2d-4895-a4b0-0171bf881cb7,6604758ee4975b8be6c6ac6a2797c302.pdf,182681,standard_llm_validation,gemini-2.0-flash,2377,641,0,0.00049410,0.00000000,0.00049410
2025-06-06T07:20:52.169574+00:00,9b2005bb-5d2d-4895-a4b0-0171bf881cb7,39db46b8f058fd2278c603afc7f58dc3.pdf,4364940,standard_llm_validation,gemini-2.0-flash,3263,652,0,0.00058710,0.00000000,0.00058710
2025-06-06T07:25:07.310345+00:00,9b2005bb-5d2d-4895-a4b0-0171bf881cb7,fad5aa87061235452dde7d26dc2431aa.pdf,798235,standard_llm_validation,gemini-2.0-flash,2912,700,0,0.00057120,0.00000000,0.00057120
2025-06-06T07:27:37.455884+00:00,9b2005bb-5d2d-4895-a4b0-0171bf881cb7,fd920a8978f5e1fba91850dc2770b697.pdf,52393,standard_llm_validation,gemini-2.0-flash,3098,617,0,0.00055660,0.00000000,0.00055660
2025-06-06T07:28:13.819969+00:00,9b2005bb-5d2d-4895-a4b0-0171bf881cb7,fd920a8978f5e1fba91850dc2770b697.pdf,52393,standard_llm_validation,gemini-2.0-flash,3098,624,0,0.00055940,0.00000000,0.00055940
